2021-11-15 02:23:28.273 [RMI TCP Connection(3)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcher'
2021-11-15 02:26:58.225 [http-nio-8080-exec-4] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: UserDAO.findByUserName(..)
2021-11-15 02:26:58.226 [http-nio-8080-exec-4] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: koi
2021-11-15 02:26:58.505 [http-nio-8080-exec-4] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: UserDAO.findByUserName(..)
2021-11-15 02:26:58.506 [http-nio-8080-exec-4] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: User{username='koi', password='$2a$12$rANDOBX0JuusJXNOl1oFbOroq6T5r4tn17nt0Bj0Ki5Gtn8KE1yDS', enabled=true}
2021-11-15 02:26:58.529 [http-nio-8080-exec-4] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: UserDetailsService.loadUserByUsername(..)
2021-11-15 02:26:58.529 [http-nio-8080-exec-4] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: org.springframework.security.core.userdetails.User [Username=koi, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_ADMIN, ROLE_EMPLOYEE]]
2021-11-15 02:26:58.831 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: BookController.initBinder(..)
2021-11-15 02:26:58.831 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: org.springframework.web.servlet.mvc.method.annotation.ExtendedServletRequestDataBinder@b983f82
2021-11-15 02:26:58.835 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: BookController.initBinder(..)
2021-11-15 02:26:58.835 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: null
2021-11-15 02:26:58.835 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: BookController.getList(..)
2021-11-15 02:26:58.835 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: {}
2021-11-15 02:26:58.836 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: null
2021-11-15 02:26:58.837 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: GeneralService.getList(..)
2021-11-15 02:26:58.837 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: 1
2021-11-15 02:26:58.838 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: GeneralDAO.getList(..)
2021-11-15 02:26:58.838 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: 1
2021-11-15 02:26:58.852 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: GeneralDAO.getList(..)
2021-11-15 02:26:58.853 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: [Book{id=1, title='Goblin Slayer', summaryContent='The main character Goblin Slayer is the soldier who takes his life on hunting goblins. The manga and anime adaptions have been made for its popularity.', price='25000', author='Kumo Kagyu', publicationDate=2016-03-07, image='Goblin-Slayer.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=2, title='Didnt I Say To Make My Abilities Average In The Next Life', summaryContent='A high school girl Misato is killed in a traffic accident and is born again in the parallel world as a teenage girl named Adele. She finds out that she has a much more powerful abilities than average while she asks to make her abilities just average.', price='185000', author='FUNA', publicationDate=2019-02-04, image='Didnt-I-Say-To-Make-My-Abilities-Average-In-The-Next-Life.jpg', category=Category{id=2, name='Comedy'}}, Book{id=3, title='Katanagatari (Sword Tale)', summaryContent='The historical story is set in the fictional Japan around the Edo period. The protagonist Shichika Yasuri begins his journey to collect the 12 legendary swords fighting the owners and other enemies. Katanagatari was made into an anime adaption with 12 episodes in 2010.', price='150000', author='Nisio Isin', publicationDate=2016-12-20, image='Katanagatari.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=4, title='The Rising of the Shield Hero', summaryContent='The university student Naofumi Iwatani is suddenly transported to the fantasy world and given a role as the Shield Hero. There are three other heroes in the same situation, but they have offensive weapons such as sword, lance and arrow. The Shield Hero manages to fight enemies with the defensive shield.', price='100000', author='Aneko Yusagi', publicationDate=2012-06-07, image='The-Rising-of-the-Shield-Hero.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=5, title='My Youth Romantic Comedy Is Wrong, As I Expect', summaryContent='It depicts the high school life of the pessimistic boy Hachiman Hikigaya and his school service club members including the heroine Yukino Yukinoshita. The final season of its anime adaption is being released in 2020.', price='120000', author='Wataru Watari', publicationDate=2011-05-09, image='My-Youth-Romantic-Comedy-Is-Wrong-As-I-Expected.jpg', category=Category{id=4, name='Slice of life'}}, Book{id=6, title='Conan', summaryContent='Conan', price='80000', author='Nisio Isin', publicationDate=2002-02-03, image='1636902167635-conan.jpg', category=Category{id=2, name='Comedy'}}, Book{id=7, title='The Saga of Tanya the Evil', summaryContent='The Saga of Tanya the Evil (????), a unique fantasy light novel, started its publication on the website Arcadia in 2011 and as a physical book in 2013. The setting of The Saga of Tanya the Evil is inspired by the World Wars in Europe. A salaried worker is sent to another world in the past as a little girl named Tanya von Degurechaff. The young, blonde girl survives in the world as a member of the military. The light novel has been adapted into manga, anime and movies as well as other popular novels.', price='100000', author='Carlo Zen', publicationDate=2011-09-10, image='1636900624964-The-Saga-of-Tanya-the-Evil.jpg', category=Category{id=6, name='Fantasy'}}, Book{id=8, title='Toradora!', summaryContent='In the story, everyday and romance of the high schoolers Ryuji, Taiga and their friends with comedy. On the other hand, they have lots of problems in their lives such as family problems of the heroine Taiga.', price='70000', author='Yuyuko Takemiya', publicationDate=2006-04-08, image='Toradora.jpg', category=Category{id=3, name='Romance'}}, Book{id=12, title='koi', summaryContent='koi', price='10000', author='koi', publicationDate=2001-10-03, image='1636901424110-Decapitation-Kubikiri-Cycle.jpg', category=Category{id=1, name='Action and adventure'}}]
2021-11-15 02:26:58.853 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: GeneralService.getList(..)
2021-11-15 02:26:58.854 [http-nio-8080-exec-5] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: [Book{id=1, title='Goblin Slayer', summaryContent='The main character Goblin Slayer is the soldier who takes his life on hunting goblins. The manga and anime adaptions have been made for its popularity.', price='25000', author='Kumo Kagyu', publicationDate=2016-03-07, image='Goblin-Slayer.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=2, title='Didnt I Say To Make My Abilities Average In The Next Life', summaryContent='A high school girl Misato is killed in a traffic accident and is born again in the parallel world as a teenage girl named Adele. She finds out that she has a much more powerful abilities than average while she asks to make her abilities just average.', price='185000', author='FUNA', publicationDate=2019-02-04, image='Didnt-I-Say-To-Make-My-Abilities-Average-In-The-Next-Life.jpg', category=Category{id=2, name='Comedy'}}, Book{id=3, title='Katanagatari (Sword Tale)', summaryContent='The historical story is set in the fictional Japan around the Edo period. The protagonist Shichika Yasuri begins his journey to collect the 12 legendary swords fighting the owners and other enemies. Katanagatari was made into an anime adaption with 12 episodes in 2010.', price='150000', author='Nisio Isin', publicationDate=2016-12-20, image='Katanagatari.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=4, title='The Rising of the Shield Hero', summaryContent='The university student Naofumi Iwatani is suddenly transported to the fantasy world and given a role as the Shield Hero. There are three other heroes in the same situation, but they have offensive weapons such as sword, lance and arrow. The Shield Hero manages to fight enemies with the defensive shield.', price='100000', author='Aneko Yusagi', publicationDate=2012-06-07, image='The-Rising-of-the-Shield-Hero.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=5, title='My Youth Romantic Comedy Is Wrong, As I Expect', summaryContent='It depicts the high school life of the pessimistic boy Hachiman Hikigaya and his school service club members including the heroine Yukino Yukinoshita. The final season of its anime adaption is being released in 2020.', price='120000', author='Wataru Watari', publicationDate=2011-05-09, image='My-Youth-Romantic-Comedy-Is-Wrong-As-I-Expected.jpg', category=Category{id=4, name='Slice of life'}}, Book{id=6, title='Conan', summaryContent='Conan', price='80000', author='Nisio Isin', publicationDate=2002-02-03, image='1636902167635-conan.jpg', category=Category{id=2, name='Comedy'}}, Book{id=7, title='The Saga of Tanya the Evil', summaryContent='The Saga of Tanya the Evil (????), a unique fantasy light novel, started its publication on the website Arcadia in 2011 and as a physical book in 2013. The setting of The Saga of Tanya the Evil is inspired by the World Wars in Europe. A salaried worker is sent to another world in the past as a little girl named Tanya von Degurechaff. The young, blonde girl survives in the world as a member of the military. The light novel has been adapted into manga, anime and movies as well as other popular novels.',2021-11-15 02:28:06.721 [RMI TCP Connection(5)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcher'
2021-11-15 02:28:08.096 [MLog-Init-Reporter] INFO  com.mchange.v2.log.MLog - MLog clients using log4j2 logging.
2021-11-15 02:28:08.157 [RMI TCP Connection(5)-127.0.0.1] INFO  com.mchange.v2.c3p0.C3P0Registry - Initializing c3p0-0.9.5.5 [built 11-December-2019 22:18:33 -0800; debug? true; trace: 10]
2021-11-15 02:28:08.485 [RMI TCP Connection(5)-127.0.0.1] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.1.Final
2021-11-15 02:28:08.845 [RMI TCP Connection(5)-127.0.0.1] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-11-15 02:28:09.095 [RMI TCP Connection(5)-127.0.0.1] INFO  com.mchange.v2.c3p0.impl.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, dataSourceName -> 1hge14oal8uunri1disvpy|13d6bcad, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.microsoft.sqlserver.jdbc.SQLServerDriver, extensions -> {}, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, forceSynchronousCheckins -> false, forceUseNamedDriverClass -> false, identityToken -> 1hge14oal8uunri1disvpy|13d6bcad, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:sqlserver://localhost:1433;databaseName=BookManager;, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 30000, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 20, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 5, numHelperThreads -> 3, preferredTestQuery -> null, privilegeSpawnedThreads -> false, properties -> {password=******, user=******}, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, userOverrides -> {}, usesTraditionalReflectiveProxies -> false ]
2021-11-15 02:28:09.110 [RMI TCP Connection(5)-127.0.0.1] WARN  com.mchange.v2.resourcepool.BasicResourcePool - Bad pool size config, start 3 < min 5. Using 5 as start.
2021-11-15 02:28:09.528 [RMI TCP Connection(5)-127.0.0.1] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.SQLServerDialect
2021-11-15 02:28:10.153 [RMI TCP Connection(5)-127.0.0.1] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.0.Final
2021-11-15 02:28:11.090 [RMI TCP Connection(5)-127.0.0.1] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-11-15 02:28:11.684 [RMI TCP Connection(5)-127.0.0.1] INFO  org.springframework.security.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3554f126, org.springframework.security.web.context.SecurityContextPersistenceFilter@6acd17fd, org.springframework.security.web.header.HeaderWriterFilter@2e34ba3e, org.springframework.security.web.csrf.CsrfFilter@5fe54320, org.springframework.security.web.authentication.logout.LogoutFilter@493ca276, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@7ef03bea, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3b8f4106, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@11ac6205, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@221aee69, org.springframework.security.web.session.SessionManagementFilter@55798ee7, org.springframework.security.web.access.ExceptionTranslationFilter@6c2e6953, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3d1eb422]
2021-11-15 02:28:12.293 [RMI TCP Connection(5)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5572 ms
2021-11-15 02:28:13.184 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: LoginController.showLoginPage()
2021-11-15 02:28:13.184 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: LoginController.showLoginPage()
2021-11-15 02:28:13.184 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: user-login
2021-11-15 02:28:13.559 [http-nio-8080-exec-6] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: LoginController.showLoginPage()
2021-11-15 02:28:13.559 [http-nio-8080-exec-6] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: LoginController.showLoginPage()
2021-11-15 02:28:13.559 [http-nio-8080-exec-6] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: user-login
2021-11-15 02:28:13.956 [http-nio-8080-exec-9] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: LoginController.showLoginPage()
2021-11-15 02:28:13.956 [http-nio-8080-exec-9] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: LoginController.showLoginPage()
2021-11-15 02:28:13.956 [http-nio-8080-exec-9] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: user-login
2021-11-15 02:28:20.544 [http-nio-8080-exec-2] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: UserDetailsService.loadUserByUsername(..)
2021-11-15 02:28:20.544 [http-nio-8080-exec-2] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: koi
2021-11-15 02:28:20.545 [http-nio-8080-exec-2] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: UserDAO.findByUserName(..)
2021-11-15 02:28:20.545 [http-nio-8080-exec-2] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: koi
2021-11-15 02:28:20.776 [http-nio-8080-exec-2] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: UserDAO.findByUserName(..)
2021-11-15 02:28:20.776 [http-nio-8080-exec-2] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: User{username='koi', password='$2a$12$rANDOBX0JuusJXNOl1oFbOroq6T5r4tn17nt0Bj0Ki5Gtn8KE1yDS', enabled=true}
2021-11-15 02:28:20.796 [http-nio-8080-exec-2] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: UserDetailsService.loadUserByUsername(..)
2021-11-15 02:28:20.796 [http-nio-8080-exec-2] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: org.springframework.security.core.userdetails.User [Username=koi, Password=[PROTECTED], Enabled=true, AccountNonExpired=true, credentialsNonExpired=true, AccountNonLocked=true, Granted Authorities=[ROLE_ADMIN, ROLE_EMPLOYEE]]
2021-11-15 02:28:21.098 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: BookController.initBinder(..)
2021-11-15 02:28:21.098 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: org.springframework.web.servlet.mvc.method.annotation.ExtendedServletRequestDataBinder@42ddd97e
2021-11-15 02:28:21.104 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: BookController.initBinder(..)
2021-11-15 02:28:21.104 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: null
2021-11-15 02:28:21.106 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: BookController.getList(..)
2021-11-15 02:28:21.106 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: {}
2021-11-15 02:28:21.106 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: null
2021-11-15 02:28:21.109 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: GeneralService.getList(..)
2021-11-15 02:28:21.110 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: 1
2021-11-15 02:28:21.110 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @Before advice: calling method: GeneralDAO.getList(..)
2021-11-15 02:28:21.110 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> Argument: 1
2021-11-15 02:28:21.126 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: GeneralDAO.getList(..)
2021-11-15 02:28:21.127 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: [Book{id=1, title='Goblin Slayer', summaryContent='The main character Goblin Slayer is the soldier who takes his life on hunting goblins. The manga and anime adaptions have been made for its popularity.', price='25000', author='Kumo Kagyu', publicationDate=2016-03-07, image='Goblin-Slayer.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=2, title='Didnt I Say To Make My Abilities Average In The Next Life', summaryContent='A high school girl Misato is killed in a traffic accident and is born again in the parallel world as a teenage girl named Adele. She finds out that she has a much more powerful abilities than average while she asks to make her abilities just average.', price='185000', author='FUNA', publicationDate=2019-02-04, image='Didnt-I-Say-To-Make-My-Abilities-Average-In-The-Next-Life.jpg', category=Category{id=2, name='Comedy'}}, Book{id=3, title='Katanagatari (Sword Tale)', summaryContent='The historical story is set in the fictional Japan around the Edo period. The protagonist Shichika Yasuri begins his journey to collect the 12 legendary swords fighting the owners and other enemies. Katanagatari was made into an anime adaption with 12 episodes in 2010.', price='150000', author='Nisio Isin', publicationDate=2016-12-20, image='Katanagatari.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=4, title='The Rising of the Shield Hero', summaryContent='The university student Naofumi Iwatani is suddenly transported to the fantasy world and given a role as the Shield Hero. There are three other heroes in the same situation, but they have offensive weapons such as sword, lance and arrow. The Shield Hero manages to fight enemies with the defensive shield.', price='100000', author='Aneko Yusagi', publicationDate=2012-06-07, image='The-Rising-of-the-Shield-Hero.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=5, title='My Youth Romantic Comedy Is Wrong, As I Expect', summaryContent='It depicts the high school life of the pessimistic boy Hachiman Hikigaya and his school service club members including the heroine Yukino Yukinoshita. The final season of its anime adaption is being released in 2020.', price='120000', author='Wataru Watari', publicationDate=2011-05-09, image='My-Youth-Romantic-Comedy-Is-Wrong-As-I-Expected.jpg', category=Category{id=4, name='Slice of life'}}, Book{id=6, title='Conan', summaryContent='Conan', price='80000', author='Nisio Isin', publicationDate=2002-02-03, image='1636902167635-conan.jpg', category=Category{id=2, name='Comedy'}}, Book{id=7, title='The Saga of Tanya the Evil', summaryContent='The Saga of Tanya the Evil (????), a unique fantasy light novel, started its publication on the website Arcadia in 2011 and as a physical book in 2013. The setting of The Saga of Tanya the Evil is inspired by the World Wars in Europe. A salaried worker is sent to another world in the past as a little girl named Tanya von Degurechaff. The young, blonde girl survives in the world as a member of the military. The light novel has been adapted into manga, anime and movies as well as other popular novels.', price='100000', author='Carlo Zen', publicationDate=2011-09-10, image='1636900624964-The-Saga-of-Tanya-the-Evil.jpg', category=Category{id=6, name='Fantasy'}}, Book{id=8, title='Toradora!', summaryContent='In the story, everyday and romance of the high schoolers Ryuji, Taiga and their friends with comedy. On the other hand, they have lots of problems in their lives such as family problems of the heroine Taiga.', price='70000', author='Yuyuko Takemiya', publicationDate=2006-04-08, image='Toradora.jpg', category=Category{id=3, name='Romance'}}, Book{id=12, title='koi', summaryContent='koi', price='10000', author='koi', publicationDate=2001-10-03, image='1636901424110-Decapitation-Kubikiri-Cycle.jpg', category=Category{id=1, name='Action and adventure'}}]
2021-11-15 02:28:21.127 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> in @AfterReturning advice: calling method: GeneralService.getList(..)
2021-11-15 02:28:21.128 [http-nio-8080-exec-3] INFO  com.koi.bookmanager.log.LoggingAspect - ===> result: [Book{id=1, title='Goblin Slayer', summaryContent='The main character Goblin Slayer is the soldier who takes his life on hunting goblins. The manga and anime adaptions have been made for its popularity.', price='25000', author='Kumo Kagyu', publicationDate=2016-03-07, image='Goblin-Slayer.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=2, title='Didnt I Say To Make My Abilities Average In The Next Life', summaryContent='A high school girl Misato is killed in a traffic accident and is born again in the parallel world as a teenage girl named Adele. She finds out that she has a much more powerful abilities than average while she asks to make her abilities just average.', price='185000', author='FUNA', publicationDate=2019-02-04, image='Didnt-I-Say-To-Make-My-Abilities-Average-In-The-Next-Life.jpg', category=Category{id=2, name='Comedy'}}, Book{id=3, title='Katanagatari (Sword Tale)', summaryContent='The historical story is set in the fictional Japan around the Edo period. The protagonist Shichika Yasuri begins his journey to collect the 12 legendary swords fighting the owners and other enemies. Katanagatari was made into an anime adaption with 12 episodes in 2010.', price='150000', author='Nisio Isin', publicationDate=2016-12-20, image='Katanagatari.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=4, title='The Rising of the Shield Hero', summaryContent='The university student Naofumi Iwatani is suddenly transported to the fantasy world and given a role as the Shield Hero. There are three other heroes in the same situation, but they have offensive weapons such as sword, lance and arrow. The Shield Hero manages to fight enemies with the defensive shield.', price='100000', author='Aneko Yusagi', publicationDate=2012-06-07, image='The-Rising-of-the-Shield-Hero.jpg', category=Category{id=1, name='Action and adventure'}}, Book{id=5, title='My Youth Romantic Comedy Is Wrong, As I Expect', summaryContent='It depicts the high school life of the pessimistic boy Hachiman Hikigaya and his school service club members including the heroine Yukino Yukinoshita. The final season of its anime adaption is being released in 2020.', price='120000', author='Wataru Watari', publicationDate=2011-05-09, image='My-Youth-Romantic-Comedy-Is-Wrong-As-I-Expected.jpg', category=Category{id=4, name='Slice of life'}}, Book{id=6, title='Conan', summaryContent='Conan', price='80000', author='Nisio Isin', publicationDate=2002-02-03, image='1636902167635-conan.jpg', category=Category{id=2, name='Comedy'}}, Book{id=7, title='The Saga of Tanya the Evil', summaryContent='The Saga of Tanya the Evil (????), a unique fantasy light novel, started its publication on the website Arcadia in 2011 and as a physical book in 2013. The setting of The Saga of Tanya the Evil is inspired by the World Wars in Europe. A salaried worker is sent to another world in the past as a little girl named Tanya von Degurechaff. The young, blonde girl survives in the world as a member of the military. The light novel has been adapted into manga, anime and movies as well as other popular novel2021-11-15 02:33:33.861 [RMI TCP Connection(3)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcher'
2021-11-15 02:33:35.370 [MLog-Init-Reporter] INFO  com.mchange.v2.log.MLog - MLog clients using log4j2 logging.
2021-11-15 02:33:35.424 [RMI TCP Connection(3)-127.0.0.1] INFO  com.mchange.v2.c3p0.C3P0Registry - Initializing c3p0-0.9.5.5 [built 11-December-2019 22:18:33 -0800; debug? true; trace: 10]
2021-11-15 02:33:35.892 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.1.Final
2021-11-15 02:33:36.267 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-11-15 02:33:36.517 [RMI TCP Connection(3)-127.0.0.1] INFO  com.mchange.v2.c3p0.impl.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, dataSourceName -> 1hge14oal8v1oa8tc4vvv|7c25a4f8, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.microsoft.sqlserver.jdbc.SQLServerDriver, extensions -> {}, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, forceSynchronousCheckins -> false, forceUseNamedDriverClass -> false, identityToken -> 1hge14oal8v1oa8tc4vvv|7c25a4f8, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:sqlserver://localhost:1433;databaseName=BookManager;, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 30000, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 20, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 5, numHelperThreads -> 3, preferredTestQuery -> null, privilegeSpawnedThreads -> false, properties -> {password=******, user=******}, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, userOverrides -> {}, usesTraditionalReflectiveProxies -> false ]
2021-11-15 02:33:36.533 [RMI TCP Connection(3)-127.0.0.1] WARN  com.mchange.v2.resourcepool.BasicResourcePool - Bad pool size config, start 3 < min 5. Using 5 as start.
2021-11-15 02:33:36.955 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.SQLServerDialect
2021-11-15 02:33:37.564 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.0.Final
2021-11-15 02:33:38.517 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
